id,name,total_calories,protein_g,carbohydrate_g,fat_g,saturated_fat_g,fiber_g,sugar_g,sodium_mg,cholesterol_mg,servings,meal_type,ingredients_json,nutrition_tags_json
204653,鸡肉丹萨克,887.3,101.3,39.5,35.1,9.6,10.3,7.3,810.3,257.6,4,dinner,"[{""amount"":2.5,""name"":""去皮鸡肉"",""unit"":""""},{""amount"":1,""name"":""盐"",""unit"":""""},{""amount"":1,""name"":""鲜姜"",""unit"":""""},{""amount"":6,""name"":""蒜瓣"",""unit"":""""},{""amount"":1,""name"":""孜然籽"",""unit"":""""},{""amount"":1,""name"":""茴香籽"",""unit"":""""},{""amount"":1,""name"":""绿豆蔻"",""unit"":""""},{""amount"":4,""name"":""肉桂棒"",""unit"":""""},{""amount"":2,""name"":""花椒粒"",""unit"":""""},{""amount"":6,""name"":""月桂叶"",""unit"":""""},{""amount"":10,""name"":""葫芦巴籽"",""unit"":""""},{""amount"":2,""name"":""黑芥末籽"",""unit"":""""},{""amount"":0.25,""name"":""水"",""unit"":""""},{""amount"":0.5,""name"":""酥油"",""unit"":""""},{""amount"":6,""name"":""水"",""unit"":""""},{""amount"":2,""name"":""红扁豆"",""unit"":""""},{""amount"":4,""name"":""洋葱"",""unit"":""""},{""amount"":3,""name"":""姜黄"",""unit"":""""},{""amount"":3,""name"":""葛拉姆马萨拉"",""unit"":""""},{""amount"":5,""name"":""温水"",""unit"":""""},{""amount"":1,""name"":""罗望子酱"",""unit"":""""},{""amount"":1,""name"":""新鲜香菜叶"",""unit"":""""}]","[""鸡肉"",""禽肉"",""肉"",""亚洲"",""印度"",""少于4小时"",""咖喱""]"
322011,香煎猪肉丝,971.8,110.3,6,53.1,16.9,0.7,3.4,1167,365.9,15,dinner,"[{""amount"":3,""name"":""洋葱"",""unit"":""""},{""amount"":2,""name"":""烟熏辣椒"",""unit"":""""},{""amount"":4,""name"":""阿多波调味料"",""unit"":""""},{""amount"":4,""name"":""蒜瓣"",""unit"":""""},{""amount"":8,""name"":""鸡高汤块"",""unit"":""""},{""amount"":2,""name"":""热水"",""unit"":""""},{""amount"":1,""name"":""干牛至"",""unit"":""""},{""amount"":2,""name"":""犹太盐"",""unit"":""""},{""amount"":2,""name"":""橙皮屑"",""unit"":""""}]","[""肉"",""墨西哥"",""供多人食用"",""猪肉""]"
278885,简易培根红葱扁豆,848.4,58.1,131.4,10.1,2.1,65.3,5.8,198.7,8.8,2,dinner,"[{""amount"":2,""name"":""橄榄油"",""unit"":""""},{""amount"":2,""name"":""烟熏培根"",""unit"":""""},{""amount"":1,""name"":""红洋葱"",""unit"":""""},{""amount"":1,""name"":""绿扁豆"",""unit"":""""}]","[""扁豆"",""豆类"",""肉"",""欧洲"",""冬季"",""少于15分钟"",""新手厨师"",""简单"",""便宜"",""猪肉""]"
246485,芥末鸡,996.5,102,41,46.4,17.3,11.4,6.6,1441.3,293.9,1,dinner,"[{""amount"":5,""name"":""干白葡萄酒"",""unit"":""""},{""amount"":1,""name"":""酸奶油"",""unit"":""""},{""amount"":1,""name"":""蛋黄酱"",""unit"":""""},{""amount"":1,""name"":""韭菜"",""unit"":""""},{""amount"":0.3333333333333333,""name"":""棕芥末籽"",""unit"":""""},{""amount"":0.3333333333333333,""name"":""芥末粉"",""unit"":""""},{""amount"":1,""name"":""柠檬汁"",""unit"":""""},{""amount"":2,""name"":""塔巴斯科辣椒酱"",""unit"":""""},{""amount"":0.5,""name"":""黄油"",""unit"":""""},{""amount"":3.5,""name"":""洋蓟心"",""unit"":""""},{""amount"":3,""name"":""熟米饭"",""unit"":""""}]","[""禽肉"",""肉"",""家常菜聚餐"",""咸味"",""少于4小时"",""简单"",""鸡肉""]"
206838,烤焖鸡（穆尔吉）,893.7,108.5,15.8,42.1,22.1,2.3,7.5,1439.6,366.6,4,dinner,"[{""amount"":3,""name"":""去皮鸡肉"",""unit"":""""},{""amount"":1,""name"":""洋葱"",""unit"":""""},{""amount"":4,""name"":""酥油"",""unit"":""""},{""amount"":0.25,""name"":""原味酸奶"",""unit"":""""},{""amount"":1,""name"":""肉桂棒"",""unit"":""""},{""amount"":2,""name"":""豆蔻荚"",""unit"":""""},{""amount"":0.5,""name"":""黑胡椒"",""unit"":""""},{""amount"":0.5,""name"":""辣椒粉"",""unit"":""""},{""amount"":2,""name"":""青辣椒"",""unit"":""""},{""amount"":0.5,""name"":""新鲜香菜叶"",""unit"":""""},{""amount"":0.5,""name"":""姜粉"",""unit"":""""},{""amount"":2,""name"":""盐"",""unit"":""""},{""amount"":2,""name"":""新鲜椰子"",""unit"":""""}]","[""鸡肉"",""禽肉"",""肉"",""亚洲"",""印度"",""少于4小时"",""咖喱""]"
434338,咖喱鸡肉丸（SCD）,924,105.7,79.5,20.5,5.3,2.8,72.8,761.9,529.3,1,dinner,"[{""amount"":1,""name"":""鸡肉末"",""unit"":""""},{""amount"":1,""name"":""洋葱"",""unit"":""""},{""amount"":0.25,""name"":""鸡蛋"",""unit"":""""},{""amount"":1,""name"":""干芥末"",""unit"":""""},{""amount"":1,""name"":""肉豆蔻"",""unit"":""""},{""amount"":0.125,""name"":""姜粉"",""unit"":""""},{""amount"":1,""name"":""姜根"",""unit"":""""},{""amount"":0.125,""name"":""肉桂"",""unit"":""""},{""amount"":0.25,""name"":""蜂蜜"",""unit"":""""},{""amount"":2,""name"":""第戎芥末酱"",""unit"":""""},{""amount"":1,""name"":""咖喱粉"",""unit"":""""}]","[""鸡肉"",""禽肉"",""肉"",""少于30分钟"",""简单"",""咖喱""]"
99764,罗望子石榴酱鸡,725.8,102.5,31.3,19.6,5,4.3,14.6,1105.7,403.2,1,dinner,"[{""amount"":4,""name"":""黄洋葱"",""unit"":""""},{""amount"":4,""name"":""红洋葱"",""unit"":""""},{""amount"":2,""name"":""新鲜香菜"",""unit"":""""},{""amount"":10,""name"":""大蒜"",""unit"":""""},{""amount"":1,""name"":""甜红椒粉"",""unit"":""""},{""amount"":1,""name"":""热辣椒粉"",""unit"":""""},{""amount"":1,""name"":""辣椒粉"",""unit"":""""},{""amount"":3,""name"":""黑胡椒"",""unit"":""""},{""amount"":3,""name"":""罗望子酱"",""unit"":""""},{""amount"":0.5,""name"":""水"",""unit"":""""},{""amount"":0.5,""name"":""石榴膏"",""unit"":""""},{""amount"":2,""name"":""水"",""unit"":""""},{""amount"":1,""name"":""石榴汁"",""unit"":""""},{""amount"":10,""name"":""番茄酱"",""unit"":""""},{""amount"":10,""name"":""盐"",""unit"":""""},{""amount"":0,""name"":""去皮鸡大腿"",""unit"":""""},{""amount"":0,""name"":""石榴籽"",""unit"":""""}]","[""鸡肉"",""禽肉"",""肉"",""欧洲"",""犹太洁食"",""炉灶顶"",""少于4小时"",""鸡大腿及鸡腿""]"
186177,美味炖肉,942,102.7,72.3,28.2,12.6,8.4,21.1,1015.3,299.7,1,dinner,"[{""amount"":4,""name"":""牛肉高汤块"",""unit"":""""},{""amount"":2,""name"":""水"",""unit"":""""},{""amount"":2,""name"":""月桂叶"",""unit"":""""},{""amount"":3,""name"":""番茄酱"",""unit"":""""},{""amount"":4,""name"":""伍斯特酱"",""unit"":""""},{""amount"":1,""name"":""红糖"",""unit"":""""},{""amount"":4,""name"":""洋葱"",""unit"":""""},{""amount"":1,""name"":""洋葱"",""unit"":""""},{""amount"":5,""name"":""土豆"",""unit"":""""},{""amount"":1,""name"":""黑胡椒"",""unit"":""""},{""amount"":2,""name"":""大蒜粉"",""unit"":""""}]","[""烤牛肉"",""土豆"",""洋葱"",""蔬菜"",""肉"",""健康"",""少于4小时"",""一餐即食""]"
259757,炖牛肉,732.5,102.1,40.5,18.9,7.6,5.1,5.8,381.2,299.4,1,dinner,"[{""amount"":1,""name"":""烤牛肉"",""unit"":""""},{""amount"":1,""name"":""甜洋葱"",""unit"":""""},{""amount"":4,""name"":""新鲜大蒜瓣"",""unit"":""""},{""amount"":4,""name"":""烤土豆"",""unit"":""""},{""amount"":4,""name"":""胡萝卜"",""unit"":""""},{""amount"":4,""name"":""欧洲防风根"",""unit"":""""}]","[""肉"",""适合儿童"",""少于4小时"",""简单"",""一餐即食""]"
399654,咖啡腌渍炖牛肉,973,103.2,61.1,36.3,13.9,8.1,9.4,1453.3,299.7,1,dinner,"[{""amount"":4,""name"":""去骨牛肩胛肉"",""unit"":""-5""},{""amount"":2,""name"":""面粉"",""unit"":""""},{""amount"":10,""name"":""土豆"",""unit"":""""},{""amount"":6,""name"":""洋葱"",""unit"":""""},{""amount"":2,""name"":""芹菜"",""unit"":""""},{""amount"":3,""name"":""煮咖啡"",""unit"":""""},{""amount"":8,""name"":""盐"",""unit"":""""},{""amount"":4,""name"":""胡椒"",""unit"":""""},{""amount"":0.25,""name"":""大蒜"",""unit"":""""},{""amount"":2,""name"":""牛肉高汤块"",""unit"":""""},{""amount"":0.25,""name"":""伍斯特酱"",""unit"":""""},{""amount"":0.25,""name"":""罐装番茄"",""unit"":""""}]","[""烤牛肉"",""肉"",""便宜"",""一餐即食""]"
255958,超简单慢炖锅烤肉配真肉汁,784.5,102.3,40.1,24.7,11.2,5.6,6.2,473.4,314.6,4,dinner,"[{""amount"":4,""name"":""烤牛肉"",""unit"":""""},{""amount"":4,""name"":""育空黄金土豆"",""unit"":""""},{""amount"":1,""name"":""芹菜茎"",""unit"":""""},{""amount"":2,""name"":""干味美思"",""unit"":""""},{""amount"":4,""name"":""水"",""unit"":""""},{""amount"":0.5,""name"":""蒜瓣"",""unit"":""""},{""amount"":1.5,""name"":""黄油"",""unit"":""""},{""amount"":3,""name"":""面粉"",""unit"":""""}]","[""烤牛肉"",""肉"",""一餐即食""]"
198644,黎巴嫩卷饼香烤鸡,827.6,100.5,30.5,33.8,14.5,9.7,6.7,2486.5,243,1,dinner,"[{""amount"":2,""name"":""鸡胸肉片"",""unit"":""""},{""amount"":2,""name"":""大蒜"",""unit"":""""},{""amount"":2,""name"":""姜"",""unit"":""""},{""amount"":4,""name"":""鲜青柠汁"",""unit"":""""},{""amount"":1,""name"":""甜酱油"",""unit"":""""},{""amount"":0.5,""name"":""酱油"",""unit"":""""},{""amount"":0.5,""name"":""香菜叶"",""unit"":""""},{""amount"":1,""name"":""牛油果"",""unit"":""""},{""amount"":6,""name"":""柠檬"",""unit"":""-8""},{""amount"":2,""name"":""青柠汁"",""unit"":""""},{""amount"":4,""name"":""番茄"",""unit"":""""},{""amount"":2,""name"":""西班牙洋葱"",""unit"":""""},{""amount"":4,""name"":""奶酪"",""unit"":""""},{""amount"":1,""name"":""生菜"",""unit"":""""}]","[""禽肉"",""肉"",""黎巴嫩"",""日语"",""西南亚（中东）"",""亚洲"",""适合儿童"",""露营"",""少于60分钟"",""新手厨师"",""简单"",""便宜"",""鸡肉""]"
356750,火腿豌豆浓汤,916.2,77.4,105.9,22.7,10.6,40.3,16.2,2119.9,98.6,1,dinner,"[{""amount"":3,""name"":""无盐黄油"",""unit"":""""},{""amount"":1,""name"":""洋葱"",""unit"":""""},{""amount"":2,""name"":""胡萝卜"",""unit"":""""},{""amount"":3,""name"":""蒜瓣"",""unit"":""""},{""amount"":1,""name"":""火腿排"",""unit"":""""},{""amount"":1,""name"":""白糖"",""unit"":""""},{""amount"":1,""name"":""低钠鸡汤"",""unit"":""""},{""amount"":6,""name"":""水"",""unit"":""""},{""amount"":2,""name"":""月桂叶"",""unit"":""""},{""amount"":1,""name"":""胡椒"",""unit"":""""}]","[""猪肉"",""肉"",""低胆固醇"",""健康"",""少于60分钟"",""简单"",""火腿""]"
328637,慢炖锅牛肉斯特罗加诺夫,901.2,106.8,15.8,42,17.2,1.6,3.4,1128.9,330.5,1,dinner,"[{""amount"":1.5,""name"":""低钠牛肉汤"",""unit"":""""},{""amount"":0.25,""name"":""干牛肝菌"",""unit"":""""},{""amount"":2,""name"":""洋葱"",""unit"":""""},{""amount"":2,""name"":""白葡萄酒"",""unit"":""""},{""amount"":0.5,""name"":""酱油"",""unit"":""""},{""amount"":0.3333333333333333,""name"":""去骨牛肩肉"",""unit"":""""},{""amount"":4,""name"":""白蘑菇"",""unit"":""""},{""amount"":1,""name"":""通用面粉"",""unit"":""""},{""amount"":6,""name"":""酸奶油"",""unit"":""""},{""amount"":1.5,""name"":""新鲜莳萝"",""unit"":""""}]","[""一餐即食"",""炖""]"
245291,节日猪肉,816.2,102.7,29.3,30.2,8.8,3.5,23.9,823.6,285.8,4,dinner,"[{""amount"":4,""name"":""蒜瓣"",""unit"":""""},{""amount"":1,""name"":""茴香籽"",""unit"":""""},{""amount"":2,""name"":""红糖"",""unit"":""""},{""amount"":2,""name"":""干百里香"",""unit"":""""},{""amount"":2,""name"":""调味盐"",""unit"":""""},{""amount"":1,""name"":""欧芹"",""unit"":""""},{""amount"":1,""name"":""酱油"",""unit"":""""}]","[""肉"",""高蛋白"",""高含量..."",""少于60分钟"",""猪肉""]"
510380,苹果酒炖猪排,663.2,101.5,9.4,21.8,5.4,1.8,6.1,452.2,313,4,dinner,"[{""amount"":1,""name"":""干牛至"",""unit"":""""},{""amount"":0.5,""name"":""五香粉"",""unit"":""""},{""amount"":0.5,""name"":""甜红椒粉"",""unit"":""""},{""amount"":4,""name"":""犹太盐"",""unit"":""""},{""amount"":4,""name"":""新鲜研磨黑胡椒"",""unit"":""""},{""amount"":1,""name"":""菜籽油"",""unit"":""""},{""amount"":0.3333333333333333,""name"":""黄洋葱"",""unit"":""""},{""amount"":2,""name"":""甜苹果酒"",""unit"":""""},{""amount"":1,""name"":""红酒醋"",""unit"":""""},{""amount"":1,""name"":""富士苹果"",""unit"":""""},{""amount"":0.5,""name"":""鸡汤"",""unit"":""""},{""amount"":0,""name"":""2%淡奶"",""unit"":""""}]","[""肉"",""少于60分钟"",""炉灶顶"",""猪肉""]"
339833,布鲁斯最爱烤猪肉,996.5,103.7,52.8,38.9,12.9,5.2,10.7,1626.2,292.4,1,dinner,"[{""amount"":3,""name"":""去骨猪肩肉"",""unit"":""-4""},{""amount"":2,""name"":""菜籽油"",""unit"":""""},{""amount"":2,""name"":""蒜瓣"",""unit"":""""},{""amount"":2,""name"":""酱油"",""unit"":""""},{""amount"":1,""name"":""洋葱"",""unit"":""""},{""amount"":2,""name"":""红糖"",""unit"":""""},{""amount"":1,""name"":""土豆"",""unit"":""""},{""amount"":5,""name"":""犹太盐"",""unit"":""""},{""amount"":1,""name"":""黑胡椒"",""unit"":""""}]","[""猪肉"",""肉"",""高蛋白"",""高含量..."",""简单"",""一餐即食""]"
344319,慢炖锅烤猪肉,604.6,101.3,5.9,16.9,5,1,2.5,769.9,313,1,dinner,"[{""amount"":4,""name"":""蒜瓣"",""unit"":""-5""},{""amount"":1,""name"":""洋葱"",""unit"":""""},{""amount"":2,""name"":""月桂叶"",""unit"":""""},{""amount"":1,""name"":""热水"",""unit"":""""},{""amount"":1,""name"":""酱油"",""unit"":""""}]","[""肉"",""极低碳水化合物"",""高蛋白"",""健康"",""高含量..."",""猪肉""]"
390894,秋日慢炖鸡,879.6,98.9,20.7,40.8,11.7,8.9,3.5,653.8,278.4,1,dinner,"[{""amount"":1,""name"":""洋蓟心"",""unit"":""""},{""amount"":1,""name"":""整蘑菇"",""unit"":""""},{""amount"":6,""name"":""白葡萄酒"",""unit"":""""},{""amount"":1,""name"":""辣椒粉"",""unit"":""""}]","[""一餐即食""]"
491982,意大利酿鸡胸,684.2,103.1,2.2,26.6,11.3,0.5,0.3,982.2,333.4,6,dinner,"[{""amount"":6,""name"":""去骨去皮鸡胸肉半块"",""unit"":""""},{""amount"":0.5,""name"":""盐"",""unit"":""""},{""amount"":0.5,""name"":""胡椒"",""unit"":""""},{""amount"":1,""name"":""百里香"",""unit"":""""},{""amount"":1,""name"":""墨角兰"",""unit"":""""},{""amount"":12,""name"":""油浸日晒番茄干"",""unit"":""""},{""amount"":6,""name"":""马苏里拉奶酪"",""unit"":""""},{""amount"":8,""name"":""帕尔玛火腿"",""unit"":""""},{""amount"":4,""name"":""帕尔玛火腿"",""unit"":""""},{""amount"":0,""name"":""黄油"",""unit"":""""}]","[""鸡胸肉"",""鸡肉"",""禽肉"",""肉"",""欧洲"",""极低碳水化合物"",""高蛋白"",""高含量..."",""少于4小时"",""简单"",""自制"",""一餐即食""]"
145167,烤猪肉面包师风格,934,102.3,41.9,37.3,14.8,5.3,2.6,533.7,287.2,8,dinner,"[{""amount"":2,""name"":""蒜瓣"",""unit"":""""},{""amount"":1,""name"":""盐"",""unit"":""""},{""amount"":1,""name"":""土豆"",""unit"":""""},{""amount"":4,""name"":""洋葱"",""unit"":""""},{""amount"":1,""name"":""黄油"",""unit"":""""},{""amount"":3,""name"":""调味盐"",""unit"":""""},{""amount"":2,""name"":""胡椒"",""unit"":""""},{""amount"":0.125,""name"":""新鲜欧芹叶"",""unit"":""""},{""amount"":2,""name"":""新鲜欧芹叶"",""unit"":""""}]","[""肉"",""新手厨师"",""少于4小时"",""简单"",""猪肉""]"
493622,烤猪肉,766.4,104,0.7,35,12.8,0.1,0.1,212.1,294.2,1,dinner,"[{""amount"":4,""name"":""蒜瓣"",""unit"":""""},{""amount"":2,""name"":""月桂叶"",""unit"":""""},{""amount"":4,""name"":""白醋"",""unit"":""""},{""amount"":0.5,""name"":""干百里香"",""unit"":""""}]","[""肉"",""极低碳水化合物"",""高蛋白"",""高含量..."",""少于4小时"",""简单"",""猪肉""]"
289394,卡津杂烩炖饭（瑞秋·雷）,932.3,103.2,25.8,44.5,13.3,4.2,11,2426.1,372.5,4,dinner,"[{""amount"":2,""name"":""安杜伊香肠"",""unit"":""""},{""amount"":1,""name"":""黄洋葱"",""unit"":""""},{""amount"":2,""name"":""蒜瓣"",""unit"":""""},{""amount"":1,""name"":""芹菜茎"",""unit"":""""},{""amount"":3,""name"":""青椒"",""unit"":""""},{""amount"":3,""name"":""红甜椒"",""unit"":""""},{""amount"":1,""name"":""新鲜百里香"",""unit"":""""},{""amount"":1,""name"":""番茄汁"",""unit"":""""},{""amount"":4,""name"":""冷冻秋葵"",""unit"":""""},{""amount"":2,""name"":""新鲜平叶欧芹"",""unit"":""""},{""amount"":1,""name"":""葱"",""unit"":""""}]","[""猪肉"",""禽肉"",""肉"",""卡真"",""少于30分钟"",""简单"",""鸡肉""]"
155948,拉里式猪里脊烤肉,772.7,104,3.7,35,12.8,0,3.6,221.9,294.2,5,dinner,"[{""amount"":4,""name"":""调味盐"",""unit"":""""},{""amount"":1,""name"":""伍斯特酱"",""unit"":""""},{""amount"":1,""name"":""蜂蜜"",""unit"":""""}]","[""肉"",""简单"",""猪肉""]"
279131,慢炖锅肩胛骨烧烤猪肉,910,104.4,30.2,38.5,12.4,1.5,22.4,1329.1,292.4,4,dinner,"[{""amount"":1,""name"":""洋葱"",""unit"":""""},{""amount"":3,""name"":""猪肉"",""unit"":""""},{""amount"":3.75,""name"":""蒜片"",""unit"":""""},{""amount"":2,""name"":""蒜瓣"",""unit"":""""}]","[""肉"",""便宜"",""猪肉""]"
407354,帕玛森百里香脆皮鸡配彩椒沙拉,938,101,62,29.8,10.7,6,10.4,1246.3,418.5,2,dinner,"[{""amount"":600,""name"":""鸡胸肉片"",""unit"":""""},{""amount"":0.25,""name"":""面粉"",""unit"":""""},{""amount"":2,""name"":""鸡蛋"",""unit"":""""},{""amount"":1,""name"":""帕玛森奶酪"",""unit"":""""},{""amount"":0.75,""name"":""新鲜百里香叶"",""unit"":""""},{""amount"":1,""name"":""甜椒"",""unit"":""""},{""amount"":2,""name"":""红甜椒"",""unit"":""""},{""amount"":70,""name"":""芝麻菜苗"",""unit"":""""},{""amount"":3,""name"":""红糖"",""unit"":""""},{""amount"":0.25,""name"":""橄榄油"",""unit"":""""}]","[""鸡大腿及鸡腿"",""鸡肉"",""禽肉"",""肉"",""少于60分钟"",""鸡胸肉""]"
288676,炸鸡块,905.6,100.7,93,10.8,3,3.9,0.9,303.1,416.8,1,dinner,"[{""amount"":8,""name"":""中筋面粉"",""unit"":""""},{""amount"":1,""name"":""辣椒粉"",""unit"":""""},{""amount"":1,""name"":""混合香草"",""unit"":""""},{""amount"":1,""name"":""大蒜粉"",""unit"":""""},{""amount"":1,""name"":""鸡蛋"",""unit"":""""},{""amount"":2,""name"":""去皮鸡胸肉"",""unit"":""""}]","[""鸡肉"",""禽肉"",""肉"",""少于30分钟"",""简单"",""鸡胸肉""]"
133920,猪肉蔬菜砂锅,937.4,99.2,44.4,38.6,11.5,7.9,10.9,1047.7,285.6,1,dinner,"[{""amount"":3,""name"":""猪肉"",""unit"":""""},{""amount"":2,""name"":""盐"",""unit"":""""},{""amount"":0.5,""name"":""胡椒"",""unit"":""""},{""amount"":0.25,""name"":""香薄荷"",""unit"":""""},{""amount"":1.5,""name"":""洋葱"",""unit"":""""},{""amount"":1,""name"":""胡萝卜"",""unit"":""""},{""amount"":0.5,""name"":""芜菁"",""unit"":""""},{""amount"":0.5,""name"":""欧洲防风根"",""unit"":""""},{""amount"":4,""name"":""土豆"",""unit"":""""},{""amount"":1,""name"":""番茄酱"",""unit"":""""}]","[""土豆"",""蔬菜"",""烤箱"",""少于4小时"",""便宜"",""一餐即食""]"
73970,香嫩慢炖辣猪排,705.6,100.8,14,25.1,6.1,1.5,11.6,1215.3,313,1,dinner,"[{""amount"":5,""name"":""洋葱"",""unit"":""-6""},{""amount"":3,""name"":""青椒"",""unit"":""""},{""amount"":1,""name"":""番茄酱"",""unit"":""""},{""amount"":1,""name"":""红糖"",""unit"":""""},{""amount"":1,""name"":""醋"",""unit"":""""},{""amount"":3,""name"":""盐"",""unit"":""-4""},{""amount"":1,""name"":""伍斯特酱"",""unit"":""""}]","[""猪肉"",""肉"",""美国西南部"",""墨西哥"",""极低碳水化合物"",""高蛋白"",""适合儿童"",""高含量..."",""辣味"",""咸味"",""工作日夜晚"",""炖""]"
44278,铸铁锅古法烤猪肉,635.6,100.3,7.3,20.1,6.3,0.7,0.8,850.8,316,1,dinner,"[{""amount"":4,""name"":""蒜瓣"",""unit"":""-5""},{""amount"":5,""name"":""洋葱"",""unit"":""""},{""amount"":1,""name"":""水"",""unit"":""""},{""amount"":2,""name"":""厨房花束"",""unit"":""""},{""amount"":1,""name"":""黑胡椒"",""unit"":""""},{""amount"":2,""name"":""盐"",""unit"":""""},{""amount"":1,""name"":""玉米淀粉"",""unit"":""""},{""amount"":1,""name"":""水"",""unit"":""""}]","[""肉"",""比利时"",""欧洲"",""工作日夜晚"",""烤箱"",""少于4小时"",""猪肉""]"
513138,蔬菜炖火鸡胸肉,829.3,101.4,18.9,35.9,11.2,2.5,3.6,324.7,305,6,dinner,"[{""amount"":1,""name"":""火鸡胸肉"",""unit"":""""},{""amount"":2,""name"":""黄油"",""unit"":""""},{""amount"":2,""name"":""盐"",""unit"":""""},{""amount"":2,""name"":""黑胡椒"",""unit"":""""},{""amount"":2,""name"":""干鼠尾草"",""unit"":""""},{""amount"":3,""name"":""新鲜迷迭香"",""unit"":""""},{""amount"":2,""name"":""火鸡高汤"",""unit"":""""},{""amount"":2,""name"":""鸡汤"",""unit"":""""},{""amount"":1,""name"":""胡萝卜"",""unit"":""""},{""amount"":3,""name"":""烤土豆"",""unit"":""""},{""amount"":0,""name"":""芹菜"",""unit"":""""},{""amount"":0,""name"":""通用面粉"",""unit"":""""}]","[""禽肉"",""肉"",""烤箱"",""少于4小时"",""鸡肉""]"
450425,烤墨西哥辣椒猪肉鸡肉沙嗲串,657.8,100.9,4,23.4,7.4,0.1,3.1,331.8,315.8,16,dinner,"[{""amount"":0.5,""name"":""烧烤酱"",""unit"":""""},{""amount"":1,""name"":""阿斗波酱烟熏辣椒"",""unit"":""""},{""amount"":2,""name"":""蒜瓣"",""unit"":""""},{""amount"":1,""name"":""蜂蜜"",""unit"":""""},{""amount"":12,""name"":""鸡胸肉"",""unit"":""""},{""amount"":12,""name"":""海盐"",""unit"":""""},{""amount"":96,""name"":""现磨黑胡椒"",""unit"":""""}]","[""猪肉"",""禽肉"",""肉"",""少于30分钟"",""供多人食用"",""新手厨师"",""简单"",""鸡肉""]"
180027,鼠尾草烤火鸡配焦糖洋葱,915.2,103.4,10.6,46.6,13.3,1.3,3.1,354.9,344.8,10,dinner,"[{""amount"":1.5,""name"":""洋葱"",""unit"":""""},{""amount"":3,""name"":""黄油"",""unit"":""""},{""amount"":1,""name"":""新鲜鼠尾草叶"",""unit"":""""},{""amount"":2,""name"":""新鲜鼠尾草叶"",""unit"":""""},{""amount"":8,""name"":""低钠鸡汤"",""unit"":""""},{""amount"":1.5,""name"":""通用面粉"",""unit"":""""},{""amount"":1,""name"":""干白葡萄酒"",""unit"":""""},{""amount"":6,""name"":""肉豆蔻粉"",""unit"":""""}]","[""全火鸡"",""鸡肉"",""禽肉"",""肉"",""整鸡""]"
220633,迷迭香烤猪排,614.1,100,1.8,20.3,5.5,0.4,0.3,1454.4,313,2,dinner,"[{""amount"":1.5,""name"":""橄榄油"",""unit"":""""},{""amount"":1,""name"":""红酒醋"",""unit"":""""},{""amount"":1,""name"":""蒜瓣"",""unit"":""""},{""amount"":0.75,""name"":""新鲜迷迭香"",""unit"":""""},{""amount"":1,""name"":""粗海盐"",""unit"":""""},{""amount"":1,""name"":""新鲜粗磨黑胡椒"",""unit"":""""},{""amount"":1,""name"":""伍斯特酱"",""unit"":""""}]","[""肉"",""极低碳水化合物"",""无乳糖"",""高蛋白"",""无蛋"",""健康"",""不含..."",""高含量..."",""咸味"",""少于15分钟"",""简单"",""猪肉""]"
177838,泰式罗勒炒鸡,633.3,97.1,15.5,19.1,2.4,3.7,9.6,902.9,230.4,2,dinner,"[{""amount"":1,""name"":""水"",""unit"":""""},{""amount"":1,""name"":""酱油"",""unit"":""""},{""amount"":1,""name"":""白糖"",""unit"":""""},{""amount"":1.75,""name"":""去骨去皮鸡胸肉"",""unit"":""""},{""amount"":3,""name"":""小葱"",""unit"":""""},{""amount"":6,""name"":""菜籽油"",""unit"":""""},{""amount"":3,""name"":""蒜瓣"",""unit"":""""},{""amount"":0.25,""name"":""碎红辣椒片"",""unit"":""""},{""amount"":6,""name"":""小白菜"",""unit"":""""},{""amount"":1,""name"":""新鲜罗勒叶"",""unit"":""""}]","[""鸡肉"",""禽肉"",""绿叶蔬菜"",""蔬菜"",""肉"",""极低碳水化合物"",""健康"",""少于60分钟"",""炉灶顶"",""炒"",""鸡胸肉""]"
220116,老时光猪排,616.3,99.8,0.1,21.3,5.6,0.1,0,263.2,313,6,dinner,"[{""amount"":6,""name"":""橄榄油"",""unit"":""""},{""amount"":2,""name"":""新鲜百里香"",""unit"":""""},{""amount"":1,""name"":""干百里香"",""unit"":""""}]","[""肉"",""极低碳水化合物"",""高蛋白"",""高含量..."",""少于60分钟"",""新手厨师"",""简单"",""猪肉""]"
513804,蒜香辣味炖肉,756.6,99.4,21.1,28.3,12.5,4.3,6.9,1660.8,299.4,1,dinner,"[{""amount"":1,""name"":""盐"",""unit"":""""},{""amount"":2,""name"":""胡椒"",""unit"":""-3""},{""amount"":1,""name"":""胡萝卜"",""unit"":""""},{""amount"":6,""name"":""萝卜"",""unit"":""""},{""amount"":2,""name"":""蒜瓣"",""unit"":""-3""},{""amount"":1,""name"":""辣椒"",""unit"":""""},{""amount"":5,""name"":""羽衣甘蓝"",""unit"":""-6""},{""amount"":2,""name"":""红酒"",""unit"":""-3""},{""amount"":1,""name"":""洋葱"",""unit"":""""}]","[""烤牛肉"",""肉"",""加拿大"",""炉灶顶"",""简单"",""一餐即食""]"
